"namedLocation","uid","domainID","siteID","plotID","pointID","startDate","endDate","sampleID","subsampleID","cameraOrientation","cameraPosition","imageType","imageFileName","imageFileUrl","remarks","publicationDate","release","utmZone","adjNorthing","adjEasting","adjCoordinateUncertainty","adjDecimalLatitude","adjDecimalLongitude","adjElevation","adjElevationUncertainty"
"BART_047.basePlot.dhp","0355c17b-dfc2-4b5b-a550-c320dff948c5","D01","BART","BART_047","N2","2016-06-14T08:38Z","2016-06-14T09:45Z","DHP.2016.03.BART047","DHP.2016.03.BART047.N2.OVERSTORY","upward","shoulder","overstory","D01_2242.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_047/overstory/D01_2242.NEF","","20201217T182653Z","RELEASE-2021","19N",4881642.29134,316531.60184,2.12,44.0649859923962,-71.2908556942705,"262.9",2.21
"BART_047.basePlot.dhp","08c08c82-620c-4e9d-a79a-1827965e1f63","D01","BART","BART_047","E6","2016-06-14T08:38Z","2016-06-14T09:45Z","DHP.2016.03.BART047","DHP.2016.03.BART047.E6.UNDERSTORY","downward","shoulder","understory","D01_2358.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_047/understory/D01_2358.NEF","","20201217T182653Z","RELEASE-2021","19N",4881640.29134,316537.60184,2.12,44.0649695017283,-71.2907801410837,"262.9",2.21
"BART_047.basePlot.dhp","a4c3332b-bd00-4c9a-b8b7-8c90a7c2d8ad","D01","BART","BART_047","W2","2016-06-14T08:38Z","2016-06-14T09:45Z","DHP.2016.03.BART047","DHP.2016.03.BART047.W2.OVERSTORY","upward","shoulder","overstory","D01_2260.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_047/overstory/D01_2260.NEF","","20201217T182653Z","RELEASE-2021","19N",4881640.29134,316529.60184,2.12,44.0649674994121,-71.2908799530085,"262.9",2.21
"BART_047.basePlot.dhp","11e721ad-bb92-445e-9bf1-d4bf3ca92bb2","D01","BART","BART_047","N10","2016-06-14T08:38Z","2016-06-14T09:45Z","DHP.2016.03.BART047","DHP.2016.03.BART047.N10.OVERSTORY","upward","shoulder","overstory","D01_2244.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_047/overstory/D01_2244.NEF","","20201217T182653Z","RELEASE-2021","19N",4881650.29134,316531.60184,2.12,44.065057961983,-71.2908584712457,"262.9",2.21
"BART_047.basePlot.dhp","92ba7963-dc1f-4ef9-9a3e-a71ab8338bf4","D01","BART","BART_047","W6","2016-06-14T08:38Z","2016-06-14T09:45Z","DHP.2016.03.BART047","DHP.2016.03.BART047.W6.OVERSTORY","upward","shoulder","overstory","D01_2261.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_047/overstory/D01_2261.NEF","","20201217T182653Z","RELEASE-2021","19N",4881640.29134,316525.60184,2.12,44.0649664982213,-71.290929858967,"262.9",2.21
"BART_047.basePlot.dhp","7ec524f9-bd4d-459d-aa00-8fd715af332c","D01","BART","BART_047","E2","2016-06-14T08:38Z","2016-06-14T09:45Z","DHP.2016.03.BART047","DHP.2016.03.BART047.E2.UNDERSTORY","downward","shoulder","understory","D01_2356.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_047/understory/D01_2356.NEF","","20201217T182653Z","RELEASE-2021","19N",4881640.29134,316533.60184,2.12,44.0649685005811,-71.2908300470474,"262.9",2.21
"BART_047.basePlot.dhp","d9e5375d-7c9d-4f69-b6ce-9b6537d160bb","D01","BART","BART_047","N6","2016-06-14T08:38Z","2016-06-14T09:45Z","DHP.2016.03.BART047","DHP.2016.03.BART047.N6.UNDERSTORY","downward","shoulder","understory","D01_2342.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_047/understory/D01_2342.NEF","","20201217T182653Z","RELEASE-2021","19N",4881646.29134,316531.60184,2.12,44.0650219771897,-71.2908570827568,"262.9",2.21
"BART_047.basePlot.dhp","c916b272-0757-4c04-9dae-33654d38e608","D01","BART","BART_047","E10","2016-06-14T08:38Z","2016-06-14T09:45Z","DHP.2016.03.BART047","DHP.2016.03.BART047.E10.OVERSTORY","upward","shoulder","overstory","D01_2248.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_047/overstory/D01_2248.NEF","","20201217T182653Z","RELEASE-2021","19N",4881640.29134,316541.60184,2.12,44.0649705028537,-71.2907302351174,"262.9",2.21
"BART_047.basePlot.dhp","dc7930ea-da52-4412-bfa5-c05813b3b05c","D01","BART","BART_047","N10","2016-06-14T08:38Z","2016-06-14T09:45Z","DHP.2016.03.BART047","DHP.2016.03.BART047.N10.UNDERSTORY","downward","shoulder","understory","D01_2344.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_047/understory/D01_2344.NEF","","20201217T182653Z","RELEASE-2021","19N",4881650.29134,316531.60184,2.12,44.065057961983,-71.2908584712457,"262.9",2.21
"BART_047.basePlot.dhp","04265528-b232-4fbd-95fc-97181f654a83","D01","BART","BART_047","S2","2016-06-14T08:38Z","2016-06-14T09:45Z","DHP.2016.03.BART047","DHP.2016.03.BART047.S2.UNDERSTORY","downward","shoulder","understory","D01_2363.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_047/understory/D01_2363.NEF","","20201217T182653Z","RELEASE-2021","19N",4881638.29134,316531.60184,2.12,44.0649500076023,-71.2908543057867,"262.9",2.21
"BART_047.basePlot.dhp","d98318d4-66ab-413c-b1a1-9073751c2067","D01","BART","BART_047","N2","2016-06-14T08:38Z","2016-06-14T09:45Z","DHP.2016.03.BART047","DHP.2016.03.BART047.N2.UNDERSTORY","downward","shoulder","understory","D01_2338.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_047/understory/D01_2338.NEF","","20201217T182653Z","RELEASE-2021","19N",4881642.29134,316531.60184,2.12,44.0649859923962,-71.2908556942705,"262.9",2.21
"BART_047.basePlot.dhp","05d39755-3f88-4581-926d-f4366859e2e4","D01","BART","BART_047","W2","2016-06-14T08:38Z","2016-06-14T09:45Z","DHP.2016.03.BART047","DHP.2016.03.BART047.W2.UNDERSTORY","downward","shoulder","understory","D01_2367.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_047/understory/D01_2367.NEF","","20201217T182653Z","RELEASE-2021","19N",4881640.29134,316529.60184,2.12,44.0649674994121,-71.2908799530085,"262.9",2.21
"BART_034.basePlot.dhp","f68d4b5d-5436-4db9-84c1-83d0ef9fc0fa","D01","BART","BART_034","W2","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.W2.UNDERSTORY","downward","shoulder","understory","D01_2394.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/understory/D01_2394.NEF","","20201217T182653Z","RELEASE-2021","19N",4881552.63993,316947.71863,2.17,44.0642835005609,-71.2856329527612,"265.88",2.25
"BART_034.basePlot.dhp","7a0c2ddf-99f4-44c9-9a34-c9417b3fc0b2","D01","BART","BART_034","S2","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.S2.UNDERSTORY","downward","shoulder","understory","D01_2389.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/understory/D01_2389.NEF","","20201217T182653Z","RELEASE-2021","19N",4881550.63993,316949.71863,2.17,44.064266007531,-71.2856073073411,"265.88",2.25
"BART_034.basePlot.dhp","6271c2ff-ddf1-4e10-93e8-b7628ccdd2bd","D01","BART","BART_034","S10","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.S10.UNDERSTORY","downward","shoulder","understory","D01_2393.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/understory/D01_2393.NEF","","20201217T182653Z","RELEASE-2021","19N",4881542.63993,316949.71863,2.17,44.0641940376701,-71.2856045368044,"265.88",2.25
"BART_034.basePlot.dhp","7c2c4c0c-7bce-4338-aede-9c1dcdfa2a7f","D01","BART","BART_034","W10","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.W10.UNDERSTORY","downward","shoulder","understory","D01_2396.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/understory/D01_2396.NEF","","20201217T182653Z","RELEASE-2021","19N",4881552.63993,316939.71863,2.17,44.0642815027657,-71.2857327638924,"265.88",2.25
"BART_034.basePlot.dhp","71b31976-2fa0-4c62-af7d-53b793a39517","D01","BART","BART_034","W6","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.W6.UNDERSTORY","downward","shoulder","understory","D01_2395.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/understory/D01_2395.NEF","","20201217T182653Z","RELEASE-2021","19N",4881552.63993,316943.71863,2.17,44.0642825016742,-71.2856828583281,"265.88",2.25
"BART_034.basePlot.dhp","eaf501ca-8c0f-4954-9199-093534157d2d","D01","BART","BART_034","S6","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.S6.UNDERSTORY","downward","shoulder","understory","D01_2390.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/understory/D01_2390.NEF","","20201217T182653Z","RELEASE-2021","19N",4881546.63993,316949.71863,2.17,44.0642300226007,-71.2856059220715,"265.88",2.25
"BART_034.basePlot.dhp","e775d073-19ad-4bb2-b917-738ad3dcc47b","D01","BART","BART_034","N6","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.N6.OVERSTORY","upward","shoulder","overstory","D01_2284.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/overstory/D01_2284.NEF","","20201217T182653Z","RELEASE-2021","19N",4881558.63993,316949.71863,2.17,44.0643379773908,-71.285610077888,"265.88",2.25
"BART_034.basePlot.dhp","387a60a9-697a-4f34-9110-b602b1f1ad4b","D01","BART","BART_034","N2","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.N2.UNDERSTORY","downward","shoulder","understory","D01_2377.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/understory/D01_2377.NEF","","20201217T182653Z","RELEASE-2021","19N",4881554.63993,316949.71863,2.17,44.064301992461,-71.2856086926133,"265.88",2.25
"BART_034.basePlot.dhp","02b6edf3-bcd6-4b85-baa5-5baac34f8b05","D01","BART","BART_034","N2","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.N2.OVERSTORY","upward","shoulder","overstory","D01_2282.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/overstory/D01_2282.NEF","","20201217T182653Z","RELEASE-2021","19N",4881554.63993,316949.71863,2.17,44.064301992461,-71.2856086926133,"265.88",2.25
"BART_034.basePlot.dhp","899d51ce-0674-430c-9007-c96a805ac85c","D01","BART","BART_034","E6","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.E6.OVERSTORY","upward","shoulder","overstory","D01_2290.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/overstory/D01_2290.NEF","","20201217T182653Z","RELEASE-2021","19N",4881552.63993,316955.71863,2.17,44.0642854982689,-71.2855331416198,"265.88",2.25
"BART_034.basePlot.dhp","f7874a27-f394-44fa-a1ac-f941626136e7","D01","BART","BART_034","E10","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.E10.OVERSTORY","upward","shoulder","overstory","D01_2294.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/overstory/D01_2294.NEF","","20201217T182653Z","RELEASE-2021","19N",4881552.63993,316959.71863,2.17,44.0642864970903,-71.2854832360452,"265.88",2.25
"BART_034.basePlot.dhp","23a5134c-2634-4893-9e2f-e494df143a56","D01","BART","BART_034","E6","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.E6.UNDERSTORY","downward","shoulder","understory","D01_2387.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/understory/D01_2387.NEF","","20201217T182653Z","RELEASE-2021","19N",4881552.63993,316955.71863,2.17,44.0642854982689,-71.2855331416198,"265.88",2.25
"BART_034.basePlot.dhp","1ab2672c-edaf-4404-b5b0-d053cde7935f","D01","BART","BART_034","N10","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.N10.UNDERSTORY","downward","shoulder","understory","D01_2383.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/understory/D01_2383.NEF","","20201217T182653Z","RELEASE-2021","19N",4881562.63993,316949.71863,2.17,44.0643739623204,-71.2856114631654,"265.88",2.25
"BART_034.basePlot.dhp","8a189240-313d-43ec-a267-d9e4b732643b","D01","BART","BART_034","N6","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.N6.UNDERSTORY","downward","shoulder","understory","D01_2381.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/understory/D01_2381.NEF","","20201217T182653Z","RELEASE-2021","19N",4881558.63993,316949.71863,2.17,44.0643379773908,-71.285610077888,"265.88",2.25
"BART_034.basePlot.dhp","c8bdc1c9-51f8-4e62-bd3d-65aadde22ebe","D01","BART","BART_034","E10","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.E10.UNDERSTORY","downward","shoulder","understory","D01_2388.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/understory/D01_2388.NEF","","20201217T182653Z","RELEASE-2021","19N",4881552.63993,316959.71863,2.17,44.0642864970903,-71.2854832360452,"265.88",2.25
"BART_034.basePlot.dhp","69ded677-946e-43c3-a279-5b713b065265","D01","BART","BART_034","W6","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.W6.OVERSTORY","upward","shoulder","overstory","D01_2310.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/overstory/D01_2310.NEF","","20201217T182653Z","RELEASE-2021","19N",4881552.63993,316943.71863,2.17,44.0642825016742,-71.2856828583281,"265.88",2.25
"BART_034.basePlot.dhp","cdb3eccd-af2d-447b-9dfe-ecc652606c7e","D01","BART","BART_034","S6","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.S6.OVERSTORY","upward","shoulder","overstory","D01_2299.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/overstory/D01_2299.NEF","","20201217T182653Z","RELEASE-2021","19N",4881546.63993,316949.71863,2.17,44.0642300226007,-71.2856059220715,"265.88",2.25
"BART_034.basePlot.dhp","22f4c64a-5676-4796-bcdd-e1b37c98ff8a","D01","BART","BART_034","W10","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.W10.OVERSTORY","upward","shoulder","overstory","D01_2314.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/overstory/D01_2314.NEF","","20201217T182653Z","RELEASE-2021","19N",4881552.63993,316939.71863,2.17,44.0642815027657,-71.2857327638924,"265.88",2.25
"BART_034.basePlot.dhp","4cf9244e-ad2e-436e-bf0e-5f6467ed987a","D01","BART","BART_034","E2","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.E2.OVERSTORY","upward","shoulder","overstory","D01_2288.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/overstory/D01_2288.NEF","","20201217T182653Z","RELEASE-2021","19N",4881552.63993,316951.71863,2.17,44.0642844994258,-71.2855830471918,"265.88",2.25
"BART_034.basePlot.dhp","c8ae5c00-af54-4b5e-939e-9525b5ac5dcd","D01","BART","BART_034","N10","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.N10.OVERSTORY","upward","shoulder","overstory","D01_2285.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/overstory/D01_2285.NEF","","20201217T182653Z","RELEASE-2021","19N",4881562.63993,316949.71863,2.17,44.0643739623204,-71.2856114631654,"265.88",2.25
"BART_034.basePlot.dhp","8530ea5c-87d1-41de-9a3e-f6a34fa410c6","D01","BART","BART_034","W2","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.W2.OVERSTORY","upward","shoulder","overstory","D01_2309.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/overstory/D01_2309.NEF","","20201217T182653Z","RELEASE-2021","19N",4881552.63993,316947.71863,2.17,44.0642835005609,-71.2856329527612,"265.88",2.25
"BART_034.basePlot.dhp","c8a23a94-47aa-44cf-a2cc-342c8464710f","D01","BART","BART_034","E2","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.E2.UNDERSTORY","downward","shoulder","understory","D01_2384.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/understory/D01_2384.NEF","","20201217T182653Z","RELEASE-2021","19N",4881552.63993,316951.71863,2.17,44.0642844994258,-71.2855830471918,"265.88",2.25
"BART_034.basePlot.dhp","6ab8b2d6-c631-4542-8979-b7cabff7be2d","D01","BART","BART_034","S10","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.S10.OVERSTORY","upward","shoulder","overstory","D01_2306.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/overstory/D01_2306.NEF","","20201217T182653Z","RELEASE-2021","19N",4881542.63993,316949.71863,2.17,44.0641940376701,-71.2856045368044,"265.88",2.25
"BART_034.basePlot.dhp","c514cda7-ef4b-4644-b15c-3f3afaf86d95","D01","BART","BART_034","S2","2016-06-14T08:55Z","2016-06-14T09:57Z","DHP.2016.03.BART034","DHP.2016.03.BART034.S2.OVERSTORY","upward","shoulder","overstory","D01_2298.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_034/overstory/D01_2298.NEF","","20201217T182653Z","RELEASE-2021","19N",4881550.63993,316949.71863,2.17,44.064266007531,-71.2856073073411,"265.88",2.25
"BART_041.basePlot.dhp","2dda8eeb-e994-4faa-936b-1d100d993178","D01","BART","BART_041","W10","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.W10.OVERSTORY","upward","shoulder","overstory","D01_2334.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/overstory/D01_2334.NEF","","20201217T182653Z","RELEASE-2021","19N",4881670.15863,316942.82043,2.21,44.0653395027448,-71.2857347661108,"260.92",2.36
"BART_041.basePlot.dhp","fa3f06ac-da58-4940-af1a-10c329ed2326","D01","BART","BART_041","W6","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.W6.OVERSTORY","upward","shoulder","overstory","D01_2333.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/overstory/D01_2333.NEF","","20201217T182653Z","RELEASE-2021","19N",4881670.15863,316946.82043,2.21,44.065340501673,-71.2856848596577,"260.92",2.36
"BART_041.basePlot.dhp","c4dea20f-c628-431e-a1b3-0af2b5823acb","D01","BART","BART_041","S2","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.S2.OVERSTORY","upward","shoulder","overstory","D01_2325.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/overstory/D01_2325.NEF","","20201217T182653Z","RELEASE-2021","19N",4881668.15863,316952.82043,2.21,44.0653240075628,-71.2856093073114,"260.92",2.36
"BART_041.basePlot.dhp","6a554d0c-f6b2-40fe-91bf-e6cc3382af0f","D01","BART","BART_041","N6","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.N6.OVERSTORY","upward","shoulder","overstory","D01_2316.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/overstory/D01_2316.NEF","","20201217T182653Z","RELEASE-2021","19N",4881676.15863,316952.82043,2.21,44.0653959774092,-71.285612077963,"260.92",2.36
"BART_041.basePlot.dhp","cde51961-2f36-4d0e-851b-c5be9458855a","D01","BART","BART_041","W2","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.W2.OVERSTORY","upward","shoulder","overstory","D01_2332.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/overstory/D01_2332.NEF","","20201217T182653Z","RELEASE-2021","19N",4881670.15863,316950.82043,2.21,44.0653415005794,-71.2856349532021,"260.92",2.36
"BART_041.basePlot.dhp","859bf4b8-b1e4-45c8-a1bd-236a4b0fbdc0","D01","BART","BART_041","W6","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.W6.UNDERSTORY","downward","shoulder","understory","D01_2407.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/understory/D01_2407.NEF","","20201217T182653Z","RELEASE-2021","19N",4881670.15863,316946.82043,2.21,44.065340501673,-71.2856848596577,"260.92",2.36
"BART_041.basePlot.dhp","885038fc-4cff-41ed-a5b9-657bff055c72","D01","BART","BART_041","N10","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.N10.OVERSTORY","upward","shoulder","overstory","D01_2319.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/overstory/D01_2319.NEF","","20201217T182653Z","RELEASE-2021","19N",4881680.15863,316952.82043,2.21,44.065431962332,-71.2856134632926,"260.92",2.36
"BART_041.basePlot.dhp","97cd4461-aecf-450d-a094-b439aeda48e0","D01","BART","BART_041","S6","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.S6.UNDERSTORY","downward","shoulder","understory","D01_2404.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/understory/D01_2404.NEF","","20201217T182653Z","RELEASE-2021","19N",4881664.15863,316952.82043,2.21,44.0652880226392,-71.2856079219895,"260.92",2.36
"BART_041.basePlot.dhp","0cbb0b18-46ba-4fb4-8772-d28d5c98ffcd","D01","BART","BART_041","E6","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.E6.OVERSTORY","upward","shoulder","overstory","D01_2321.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/overstory/D01_2321.NEF","","20201217T182653Z","RELEASE-2021","19N",4881670.15863,316958.82043,2.21,44.065343498327,-71.2855351402831,"260.92",2.36
"BART_041.basePlot.dhp","f4c3ec43-a686-441e-9119-fccc5741db40","D01","BART","BART_041","W2","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.W2.UNDERSTORY","downward","shoulder","understory","D01_2406.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/understory/D01_2406.NEF","","20201217T182653Z","RELEASE-2021","19N",4881670.15863,316950.82043,2.21,44.0653415005794,-71.2856349532021,"260.92",2.36
"BART_041.basePlot.dhp","52c80604-581d-4e1e-831d-6fb1eed13bc2","D01","BART","BART_041","S10","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.S10.OVERSTORY","upward","shoulder","overstory","D01_2328.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/overstory/D01_2328.NEF","","20201217T182653Z","RELEASE-2021","19N",4881660.15863,316952.82043,2.21,44.0652520377154,-71.2856065366702,"260.92",2.36
"BART_041.basePlot.dhp","78a93367-eb06-4669-b5a0-e8ce5657e93b","D01","BART","BART_041","N10","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.N10.UNDERSTORY","downward","shoulder","understory","D01_2399.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/understory/D01_2399.NEF","","20201217T182653Z","RELEASE-2021","19N",4881680.15863,316952.82043,2.21,44.065431962332,-71.2856134632926,"260.92",2.36
"BART_041.basePlot.dhp","0ada89f3-acf0-47c7-ac5b-afac9529aa2c","D01","BART","BART_041","E6","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.E6.UNDERSTORY","downward","shoulder","understory","D01_2401.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/understory/D01_2401.NEF","","20201217T182653Z","RELEASE-2021","19N",4881670.15863,316958.82043,2.21,44.065343498327,-71.2855351402831,"260.92",2.36
"BART_041.basePlot.dhp","32ab24dd-ad6d-4ef7-a8a9-cdc5b8ef1126","D01","BART","BART_041","S2","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.S2.UNDERSTORY","downward","shoulder","understory","D01_2403.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/understory/D01_2403.NEF","","20201217T182653Z","RELEASE-2021","19N",4881668.15863,316952.82043,2.21,44.0653240075628,-71.2856093073114,"260.92",2.36
"BART_041.basePlot.dhp","521a816c-9394-498e-b413-882cad3e18bd","D01","BART","BART_041","N6","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.N6.UNDERSTORY","downward","shoulder","understory","D01_2398.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/understory/D01_2398.NEF","","20201217T182653Z","RELEASE-2021","19N",4881676.15863,316952.82043,2.21,44.0653959774092,-71.285612077963,"260.92",2.36
"BART_041.basePlot.dhp","57f8f218-3a59-47a3-b817-0a53b96a0c29","D01","BART","BART_041","E2","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.E2.OVERSTORY","upward","shoulder","overstory","D01_2320.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/overstory/D01_2320.NEF","","20201217T182653Z","RELEASE-2021","19N",4881670.15863,316954.82043,2.21,44.0653424994641,-71.2855850467439,"260.92",2.36
"BART_041.basePlot.dhp","bc79f502-01f0-445e-b003-09ce510a3ed6","D01","BART","BART_041","E10","2016-06-14T09:13Z","2016-06-14T10:05Z","DHP.2016.03.BART041","DHP.2016.03.BART041.E10.UNDERSTORY","downward","shoulder","understory","D01_2402.NEF","https://s3.data.neonscience.org/neon-dhp-images/D01/2016/BART03/BART_041/understory/D01_2402.NEF","","20201217T182653Z","RELEASE-2021","19N",4881670.15863,316962.82043,2.21,44.0653444971681,-71.2854852338198,"260.92",2.36
